Stock,Entry_time,Entry_Price,qty,value
adaniports_15min,2017-08-01 15:00:00,404.75,-123,49784.25
adaniports_15min,2017-08-01 15:15:00,405.05,123,-49821.15
asianpaint_15min,2017-08-01 15:30:00,1154.79999,43,-49656.39957
bajajfinsv_15min,2017-08-02 09:30:00,5097.05,9,-45873.450000000004
drreddy_15min,2017-08-02 09:45:00,2418.0,-20,48360.0
bhartiartl_15min,2017-08-02 10:00:00,420.5,120,-50460.0
bajaj_auto_15min,2017-08-02 10:15:00,2818.15,-17,47908.55
asianpaint_15min,2017-08-02 10:30:00,1150.0,-43,49450.0
bajajfinsv_15min,2017-08-02 10:45:00,5057.55,-9,45517.950000000004
asianpaint_15min,2017-08-02 11:00:00,1150.29999,-43,49462.89957
grasim_15min,2017-08-02 11:15:00,1094.2,-45,49239.0
hcltech_15min,2017-08-02 11:30:00,446.0,-112,49952.0
bhartiartl_15min,2017-08-02 11:45:00,417.75,-119,49712.25
coalindia_15min,2017-08-02 12:00:00,253.15,-197,49870.55
grasim_15min,2017-08-02 12:15:00,1093.75,-45,49218.75
sbin_15min,2017-08-02 12:30:00,310.3,-161,49958.3
eichermot_15min,2017-08-02 12:45:00,31490.0,-1,31490.0
cipla_15min,2017-08-02 13:00:00,564.1,-88,49640.8
grasim_15min,2017-08-02 13:15:00,1101.5,45,-49567.5
bpcl_15min,2017-08-02 13:30:00,487.899999,-102,49765.799898
axisbank_15min,2017-08-02 13:45:00,520.75,-95,49471.25
bajaj_auto_15min,2017-08-02 14:00:00,2817.0,17,-47889.0
axisbank_15min,2017-08-02 14:15:00,521.0,-96,50016.0
adaniports_15min,2017-08-02 14:30:00,406.0,-123,49938.0
hdfc_15min,2017-08-02 14:45:00,1773.5,28,-49658.0
adaniports_15min,2017-08-02 15:00:00,408.1,123,-50196.3
asianpaint_15min,2017-08-02 15:15:00,1146.54999,43,-49301.64957
adaniports_15min,2017-08-02 15:30:00,414.25,120,-49710.0
itc_15min,2017-08-03 09:30:00,286.19999900000005,-175,50084.999825000006
bajajfinsv_15min,2017-08-03 09:45:00,5062.5,9,-45562.5
asianpaint_15min,2017-08-03 10:00:00,1136.84999,-43,48884.549569999996
britannia_15min,2017-08-03 10:15:00,1931.25,-25,48281.25
hindalco_15min,2017-08-03 10:30:00,225.449999,-221,49824.449778999995
adaniports_15min,2017-08-03 10:45:00,405.94999900000005,-120,48713.99988
hindunilvr_15min,2017-08-03 11:00:00,1176.0,42,-49392.0
bhartiartl_15min,2017-08-03 11:15:00,417.399999,-119,49670.599880999995
bhartiartl_15min,2017-08-03 11:30:00,416.899999,119,-49611.099880999995
bajaj_auto_15min,2017-08-03 11:45:00,2830.19999,17,-48113.39983
bpcl_15min,2017-08-03 12:00:00,491.3,-101,49621.3
bhartiartl_15min,2017-08-03 12:15:00,417.3,-119,49658.700000000004
asianpaint_15min,2017-08-03 12:30:00,1145.34999,43,-49250.049569999996
adaniports_15min,2017-08-03 12:45:00,408.69999900000005,122,-49861.399878000004
bpcl_15min,2017-08-03 13:00:00,494.75,101,-49969.75
drreddy_15min,2017-08-03 13:15:00,2390.65,-20,47813.0
bhartiartl_15min,2017-08-03 13:30:00,418.94999900000005,119,-49855.049881000006
cipla_15min,2017-08-03 13:45:00,565.2,-88,49737.600000000006
gail_15min,2017-08-03 14:00:00,138.91874962500003,-360,50010.74986500001
bhartiartl_15min,2017-08-03 14:15:00,420.25,119,-50009.75
hdfc_15min,2017-08-03 14:30:00,1750.9,-28,49025.200000000004
bajfinance_15min,2017-08-03 14:45:00,1723.7,-29,49987.3
adaniports_15min,2017-08-03 15:00:00,406.55,-122,49599.1
bajajfinsv_15min,2017-08-03 15:15:00,5135.0,-9,46215.0
bajajfinsv_15min,2017-08-03 15:30:00,5144.0,9,-46296.0
mm_15min,2017-08-04 09:30:00,711.0,70,-49770.0
bpcl_15min,2017-08-04 09:45:00,496.55,100,-49655.0
britannia_15min,2017-08-04 10:00:00,1931.0,-25,48275.0
hcltech_15min,2017-08-04 10:15:00,444.0,112,-49728.0
bajaj_auto_15min,2017-08-04 10:30:00,2834.0,-17,48178.0
bhartiartl_15min,2017-08-04 10:45:00,420.1,-119,49991.9
bajaj_auto_15min,2017-08-04 11:00:00,2825.5,-17,48033.5
grasim_15min,2017-08-04 11:15:00,1118.59999,-45,50336.99955
bajajfinsv_15min,2017-08-04 11:30:00,5141.94999,-9,46277.54991
asianpaint_15min,2017-08-04 11:45:00,1152.25,-43,49546.75
bajaj_auto_15min,2017-08-04 12:00:00,2856.15,17,-48554.55
bajajfinsv_15min,2017-08-04 12:15:00,5177.0,9,-46593.0
adaniports_15min,2017-08-04 12:30:00,406.3,-123,49974.9
bajajfinsv_15min,2017-08-04 12:45:00,5182.0,9,-46638.0
hcltech_15min,2017-08-04 13:00:00,442.52499950000015,-112,49562.79994400001
axisbank_15min,2017-08-04 13:15:00,509.69999900000005,96,-48931.19990400001
gail_15min,2017-08-04 13:30:00,139.76249962500003,-358,50034.97486575001
gail_15min,2017-08-04 13:45:00,139.8,358,-50048.4
asianpaint_15min,2017-08-04 14:00:00,1157.0,43,-49751.0
bhartiartl_15min,2017-08-04 14:15:00,419.3,119,-49896.700000000004
britannia_15min,2017-08-04 14:30:00,1939.575,-25,48489.375
drreddy_15min,2017-08-04 14:45:00,2271.0,20,-45420.0
infratel_15min,2017-08-04 15:00:00,406.05,123,-49944.15
britannia_15min,2017-08-04 15:15:00,1950.9249949999999,25,-48773.124874999994
adaniports_15min,2017-08-04 15:30:00,408.649999,123,-50263.949877
adaniports_15min,2017-08-07 09:30:00,410.55,122,-50087.1
tatamotors_15min,2017-08-07 09:45:00,440.399999,114,-50205.599885999996
asianpaint_15min,2017-08-07 10:00:00,1150.34999,-43,49465.049569999996
hcltech_15min,2017-08-07 10:15:00,444.5,-112,49784.0
asianpaint_15min,2017-08-07 10:30:00,1149.7,-43,49437.1
hcltech_15min,2017-08-07 10:45:00,444.5,-113,50228.5
hdfcbank_15min,2017-08-07 11:00:00,896.075,-56,50180.200000000004
hdfc_15min,2017-08-07 11:15:00,1751.5,29,-50793.5
axisbank_15min,2017-08-07 11:30:00,508.1,-99,50301.9
heromotoco_15min,2017-08-07 11:45:00,3956.05,-13,51428.65
indusindbk_15min,2017-08-07 12:00:00,1671.25,30,-50137.5
bhartiartl_15min,2017-08-07 12:15:00,420.6,-119,50051.4
lt_15min,2017-08-07 12:30:00,1172.29999,43,-50408.89957
hdfcbank_15min,2017-08-07 12:45:00,894.975,-56,50118.6
bajaj_auto_15min,2017-08-07 13:00:00,2889.09999,-17,49114.699830000005
hdfc_15min,2017-08-07 13:15:00,1752.0,28,-49056.0
asianpaint_15min,2017-08-07 13:30:00,1152.65,43,-49563.950000000004
cipla_15min,2017-08-07 13:45:00,570.2,88,-50177.600000000006
adaniports_15min,2017-08-07 14:00:00,416.44999900000005,-122,50806.899878000004
bajaj_auto_15min,2017-08-07 14:15:00,2901.25,17,-49321.25
asianpaint_15min,2017-08-07 14:30:00,1154.9,43,-49660.700000000004
bajaj_auto_15min,2017-08-07 14:45:00,2904.0,17,-49368.0
bajfinance_15min,2017-08-07 15:00:00,1798.0,28,-50344.0
bhartiartl_15min,2017-08-07 15:15:00,421.0,120,-50520.0
britannia_15min,2017-08-07 15:30:00,2066.275,-25,51656.875
hindalco_15min,2017-08-08 09:30:00,232.8,219,-50983.200000000004
britannia_15min,2017-08-08 09:45:00,2037.825,-24,48907.8
asianpaint_15min,2017-08-08 10:00:00,1151.0,-43,49493.0
asianpaint_15min,2017-08-08 10:15:00,1147.0,-44,50468.0
mm_15min,2017-08-08 10:30:00,700.399995,-72,50428.79964
grasim_15min,2017-08-08 10:45:00,1112.95,-45,50082.75
axisbank_15min,2017-08-08 11:00:00,503.8,-100,50380.0
bajfinance_15min,2017-08-08 11:15:00,1789.0,-28,50092.0
cipla_15min,2017-08-08 11:45:00,569.1,-88,50080.8
eichermot_15min,2017-08-08 12:00:00,32428.65,1,-32428.65
mm_15min,2017-08-08 12:15:00,704.424995,72,-50718.59964
wipro_15min,2017-08-08 12:30:00,216.29999925000007,234,-50614.199824500014
bajfinance_15min,2017-08-08 12:45:00,1790.0,-28,50120.0
adaniports_15min,2017-08-08 13:00:00,416.8,121,-50432.8
hdfcbank_15min,2017-08-08 13:15:00,889.75,56,-49826.0
britannia_15min,2017-08-08 13:30:00,2038.95,24,-48934.8
eichermot_15min,2017-08-08 13:45:00,31900.0,-1,31900.0
mm_15min,2017-08-08 14:00:00,701.649995,-71,49817.149645
hcltech_15min,2017-08-08 14:15:00,441.8,114,-50365.200000000004
cipla_15min,2017-08-08 14:30:00,571.1,88,-50256.8
bajaj_auto_15min,2017-08-08 14:45:00,2943.15,-17,50033.55
asianpaint_15min,2017-08-08 15:00:00,1148.9,44,-50551.600000000006
coalindia_15min,2017-08-08 15:15:00,245.75,201,-49395.75
adaniports_15min,2017-08-08 15:30:00,414.94999900000005,-121,50208.94987900001
ongc_15min,2017-08-09 09:30:00,164.65,-305,50218.25
britannia_15min,2017-08-09 09:45:00,2020.375,-24,48489.0
bhartiartl_15min,2017-08-09 10:00:00,416.5,-121,50396.5
adaniports_15min,2017-08-09 10:15:00,417.19999900000005,121,-50481.19987900001
asianpaint_15min,2017-08-09 10:30:00,1145.4,-43,49252.200000000004
asianpaint_15min,2017-08-09 10:45:00,1143.95,-44,50333.8
maruti_15min,2017-08-09 11:00:00,7719.1,6,-46314.600000000006
adaniports_15min,2017-08-09 11:15:00,412.05,-121,49858.05
cipla_15min,2017-08-09 11:30:00,571.0499990000002,-88,50252.399912000015
adaniports_15min,2017-08-09 11:45:00,409.149999,-123,50325.449877
cipla_15min,2017-08-09 12:00:00,570.0,-88,50160.0
hdfc_15min,2017-08-09 12:15:00,1728.5,29,-50126.5
asianpaint_15min,2017-08-09 12:30:00,1152.0,44,-50688.0
eichermot_15min,2017-08-09 12:45:00,32242.75,1,-32242.75
ioc_15min,2017-08-09 13:00:00,208.75,-241,50308.75
asianpaint_15min,2017-08-09 13:15:00,1154.5,43,-49643.5
hdfcbank_15min,2017-08-09 13:30:00,883.75,56,-49490.0
eichermot_15min,2017-08-09 13:45:00,32124.0,-1,32124.0
coalindia_15min,2017-08-09 14:00:00,242.9,-208,50523.200000000004
hcltech_15min,2017-08-09 14:15:00,442.3249995,114,-50425.049943
bhartiartl_15min,2017-08-09 14:30:00,417.35,121,-50499.350000000006
britannia_15min,2017-08-09 14:45:00,2030.4249949999999,24,-48730.19988
bhartiartl_15min,2017-08-09 15:00:00,419.69999900000005,120,-50363.99988
hindunilvr_15min,2017-08-09 15:15:00,1188.75,-42,49927.5
hindalco_15min,2017-08-09 15:30:00,240.34999900000003,210,-50473.49979
hcltech_15min,2017-08-10 09:30:00,438.14999950000015,-114,49949.099943000016
cipla_15min,2017-08-10 09:45:00,571.0,88,-50248.0
heromotoco_15min,2017-08-10 10:00:00,3897.69999,12,-46772.39988
asianpaint_15min,2017-08-10 10:15:00,1154.59999,-43,49647.799569999996
bhartiartl_15min,2017-08-10 10:30:00,416.899999,-120,50027.999879999996
infratel_15min,2017-08-10 10:45:00,383.399999,131,-50225.399869
cipla_15min,2017-08-10 11:00:00,563.5499990000002,-90,50719.49991000001
axisbank_15min,2017-08-10 11:15:00,494.44999900000005,100,-49444.9999
asianpaint_15min,2017-08-10 11:30:00,1161.29999,43,-49935.89957
bajajfinsv_15min,2017-08-10 11:45:00,5164.19999,9,-46477.79991
drreddy_15min,2017-08-10 12:00:00,2078.55,-24,49885.200000000004
jswsteel_15min,2017-08-10 12:15:00,228.19999900000002,221,-50432.199779
grasim_15min,2017-08-10 12:30:00,1094.5,45,-49252.5
ultracemco_15min,2017-08-10 12:45:00,3970.09999,12,-47641.19988
axisbank_15min,2017-08-10 13:00:00,492.94999900000005,-102,50280.899898
asianpaint_15min,2017-08-10 13:15:00,1155.65,-43,49692.950000000004
bajajfinsv_15min,2017-08-10 13:30:00,5128.0,-9,46152.0
hdfcbank_15min,2017-08-10 13:45:00,883.225,57,-50343.825000000004
infratel_15min,2017-08-10 14:00:00,382.94999900000005,-132,50549.39986800001
axisbank_15min,2017-08-10 14:15:00,490.5,-103,50521.5
asianpaint_15min,2017-08-10 14:30:00,1164.95,43,-50092.85
hindunilvr_15min,2017-08-10 14:45:00,1187.7,42,-49883.4
britannia_15min,2017-08-10 15:00:00,2071.5,-24,49716.0
britannia_15min,2017-08-10 15:15:00,2066.224995,-24,49589.39988
asianpaint_15min,2017-08-10 15:30:00,1154.59999,-43,49647.799569999996
bajaj_auto_15min,2017-08-11 09:30:00,2794.75,17,-47510.75
bhartiartl_15min,2017-08-11 09:45:00,419.0,-120,50280.0
kotakbank_15min,2017-08-11 10:00:00,986.799999,-51,50326.799949
bajaj_auto_15min,2017-08-11 10:15:00,2775.0,-18,49950.0
hdfcbank_15min,2017-08-11 10:30:00,876.95,-58,50863.100000000006
hcltech_15min,2017-08-11 10:45:00,437.89999950000015,-114,49920.599943000016
asianpaint_15min,2017-08-11 11:00:00,1130.34999,-45,50865.74955
bajfinance_15min,2017-08-11 11:15:00,1668.54999,28,-46719.39972
axisbank_15min,2017-08-11 11:30:00,492.0,103,-50676.0
eichermot_15min,2017-08-11 11:45:00,29964.5,1,-29964.5
bajajfinsv_15min,2017-08-11 12:00:00,5150.14999,9,-46351.34991
bajaj_auto_15min,2017-08-11 12:15:00,2785.69999,18,-50142.59982
icicibank_15min,2017-08-11 12:30:00,288.8999990000001,176,-50846.399824000015
ongc_15min,2017-08-11 12:45:00,162.4,313,-50831.200000000004
grasim_15min,2017-08-11 13:00:00,1063.95,-47,50005.65
jswsteel_15min,2017-08-11 13:15:00,223.84999900000003,-226,50590.099774
asianpaint_15min,2017-08-11 13:30:00,1134.9,45,-51070.50000000001
bajaj_auto_15min,2017-08-11 13:45:00,2794.0,18,-50292.0
asianpaint_15min,2017-08-11 14:00:00,1135.4,44,-49957.600000000006
axisbank_15min,2017-08-11 14:15:00,488.05,-103,50269.15
axisbank_15min,2017-08-11 14:30:00,486.8,-104,50627.200000000004
bajfinance_15min,2017-08-11 14:45:00,1672.95,-30,50188.5
bhartiartl_15min,2017-08-11 15:00:00,415.35,122,-50672.700000000004
icicibank_15min,2017-08-11 15:15:00,287.94999900000005,-176,50679.19982400001
adaniports_15min,2017-08-11 15:30:00,384.0,123,-47232.0
adaniports_15min,2017-08-14 09:30:00,387.55,131,-50769.05
axisbank_15min,2017-08-14 09:45:00,494.85,104,-51464.4
bajajfinsv_15min,2017-08-14 10:00:00,5163.0,10,-51630.0
grasim_15min,2017-08-14 10:15:00,1089.2,46,-50103.200000000004
bhartiartl_15min,2017-08-14 10:30:00,409.399999,-123,50356.199877
drreddy_15min,2017-08-14 10:45:00,2003.79999,-25,50094.99975
bajajfinsv_15min,2017-08-14 11:00:00,5163.25,9,-46469.25
bajfinance_15min,2017-08-14 11:15:00,1726.2999899999998,-29,50062.69970999999
bajfinance_15min,2017-08-14 11:30:00,1720.34999,29,-49890.14971
indusindbk_15min,2017-08-14 11:45:00,1631.5,-31,50576.5
ntpc_15min,2017-08-14 12:00:00,141.41666583333333,-358,50627.16636833333
itc_15min,2017-08-14 12:15:00,272.19999900000005,187,-50901.39981300001
bajfinance_15min,2017-08-14 12:30:00,1716.34999,-29,49774.14971
bajfinance_15min,2017-08-14 12:45:00,1721.0,29,-49909.0
bhartiartl_15min,2017-08-14 13:00:00,414.0,122,-50508.0
adaniports_15min,2017-08-14 13:15:00,394.94999900000005,-131,51738.449869000004
heromotoco_15min,2017-08-14 13:30:00,3955.84999,12,-47470.19988
axisbank_15min,2017-08-14 13:45:00,495.05,-102,50495.1
axisbank_15min,2017-08-14 14:00:00,495.1,102,-50500.200000000004
bpcl_15min,2017-08-14 14:15:00,476.69999900000005,106,-50530.199894000005
axisbank_15min,2017-08-14 14:30:00,495.149999,-102,50505.299898
axisbank_15min,2017-08-14 14:45:00,494.149999,102,-50403.299898
nestleind_15min,2017-08-14 15:00:00,6681.049999999999,-21,140302.05
bhartiartl_15min,2017-08-14 15:15:00,412.44999900000005,-122,50318.899878000004
adaniports_15min,2017-08-14 15:30:00,398.94999900000005,127,-50666.64987300001
asianpaint_15min,2017-08-16 09:30:00,1156.34999,-44,50879.39956
asianpaint_15min,2017-08-16 09:45:00,1148.0,-44,50512.0
cipla_15min,2017-08-16 10:00:00,565.45,-88,49759.600000000006
coalindia_15min,2017-08-16 10:15:00,235.75,-214,50450.5
bajaj_auto_15min,2017-08-16 10:30:00,2836.5,-18,51057.0
infratel_15min,2017-08-16 10:45:00,379.35,-133,50453.55
cipla_15min,2017-08-16 11:00:00,577.0,87,-50199.0
tatasteel_15min,2017-08-16 11:15:00,624.5,-81,50584.5
adaniports_15min,2017-08-16 11:30:00,395.6,-127,50241.200000000004
adaniports_15min,2017-08-16 11:45:00,394.35,-128,50476.8
britannia_15min,2017-08-16 12:00:00,2118.525,23,-48726.075000000004
bajajfinsv_15min,2017-08-16 12:15:00,5230.0,-9,47070.0
grasim_15min,2017-08-16 12:30:00,1100.5,-45,49522.5
icicibank_15min,2017-08-16 12:45:00,291.05,175,-50933.75
bajfinance_15min,2017-08-16 13:00:00,1708.25,29,-49539.25
britannia_15min,2017-08-16 13:15:00,2148.0,23,-49404.0
bajfinance_15min,2017-08-16 13:30:00,1710.7,29,-49610.3
asianpaint_15min,2017-08-16 13:45:00,1142.15,44,-50254.600000000006
axisbank_15min,2017-08-16 14:00:00,493.55,102,-50342.1
adaniports_15min,2017-08-16 14:15:00,397.1,128,-50828.8
asianpaint_15min,2017-08-16 14:30:00,1142.65,44,-50276.600000000006
ntpc_15min,2017-08-16 14:45:00,142.5833325,-354,50474.499705
bajaj_auto_15min,2017-08-16 15:00:00,2853.3,-17,48506.100000000006
bajajfinsv_15min,2017-08-16 15:15:00,5302.0,9,-47718.0
bajaj_auto_15min,2017-08-16 15:30:00,2852.15,-17,48486.55
adaniports_15min,2017-08-17 09:30:00,396.69999900000005,127,-50380.89987300001
asianpaint_15min,2017-08-17 09:45:00,1138.5,-44,50094.0
